entry_time,entry_price,exit_time,exit_price,exit_reason,stop_price,target_price,gross_pnl,holding_minutes,same_bar_stop_target_ambiguity,candidate_id,instrument,family,strategy_family,variant,signal_timeframe,execution_timeframe,entry_rule,stop_rule,target_rule,time_stop,max_trades_per_day,stop_after_first_loser,one_open_position,execution_mode,discovery_role,params,signal_time,signal_available_time,trading_session,side,reason,base_cost,stress_cost,net_pnl,stress_net_pnl,split,entry_hour
2026-04-06 09:53:00-04:00,24383.25,2026-04-06 10:00:00-04:00,24432.5625,stop,24432.5625,24314.625,-98.625,7,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-06 09:52:00-04:00,2026-04-06 09:53:00-04:00,2026-04-06,short,or_failure_short,2.74,3.74,-101.365,-102.365,discovery,09:53
2026-04-06 10:02:00-04:00,24365.75,2026-04-06 10:04:00-04:00,24314.625,target,24432.5625,24314.625,102.25,2,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-06 10:01:00-04:00,2026-04-06 10:02:00-04:00,2026-04-06,short,or_failure_short,2.74,3.74,99.51,98.51,discovery,10:02
2026-04-07 09:52:00-04:00,24160.5,2026-04-07 10:00:00-04:00,24093.6625,stop,24093.6625,24225.625,-133.6750000000029,8,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-07 09:51:00-04:00,2026-04-07 09:52:00-04:00,2026-04-07,long,or_failure_long,2.74,3.74,-136.41500000000292,-137.41500000000292,discovery,09:52
2026-04-08 09:53:00-04:00,25095.0,2026-04-08 10:31:00-04:00,25032.7125,stop,25032.7125,25170.625,-124.57499999999709,38,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-08 09:52:00-04:00,2026-04-08 09:53:00-04:00,2026-04-08,long,or_failure_long,2.74,3.74,-127.31499999999708,-128.3149999999971,discovery,09:53
2026-04-09 09:54:00-04:00,25026.25,2026-04-09 10:16:00-04:00,24986.1875,stop,24986.1875,25065.875,-80.125,22,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-09 09:53:00-04:00,2026-04-09 09:54:00-04:00,2026-04-09,long,or_failure_long,2.74,3.74,-82.865,-83.865,discovery,09:54
2026-04-10 10:03:00-04:00,25294.25,2026-04-10 10:15:00-04:00,25331.0,target,25261.3,25331.0,73.5,12,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-10 10:02:00-04:00,2026-04-10 10:03:00-04:00,2026-04-10,long,or_failure_long,2.74,3.74,70.76,69.76,discovery,10:03
2026-04-10 10:33:00-04:00,25360.0,2026-04-10 10:42:00-04:00,25331.0,target,25400.7,25331.0,58.0,9,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-10 10:32:00-04:00,2026-04-10 10:33:00-04:00,2026-04-10,short,or_failure_short,2.74,3.74,55.26,54.26,discovery,10:33
2026-04-13 09:52:00-04:00,25252.25,2026-04-13 10:00:00-04:00,25319.6375,stop,25319.6375,25219.125,-134.77500000000146,8,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-13 09:51:00-04:00,2026-04-13 09:52:00-04:00,2026-04-13,short,or_failure_short,2.74,3.74,-137.51500000000146,-138.51500000000146,discovery,09:52
2026-04-13 10:16:00-04:00,25263.0,2026-04-13 10:52:00-04:00,25319.6375,stop,25319.6375,25219.125,-113.27500000000146,36,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-13 10:15:00-04:00,2026-04-13 10:16:00-04:00,2026-04-13,short,or_failure_short,2.74,3.74,-116.01500000000145,-117.01500000000145,discovery,10:16
2026-04-14 10:12:00-04:00,25755.5,2026-04-14 10:28:00-04:00,25801.55,stop,25801.55,25709.75,-92.09999999999854,16,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-14 10:11:00-04:00,2026-04-14 10:12:00-04:00,2026-04-14,short,or_failure_short,2.74,3.74,-94.83999999999854,-95.83999999999854,discovery,10:12
2026-04-15 09:54:00-04:00,26054.25,2026-04-15 10:14:00-04:00,26086.3625,stop,26086.3625,26021.125,-64.22499999999854,20,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-15 09:53:00-04:00,2026-04-15 09:54:00-04:00,2026-04-15,short,or_failure_short,2.74,3.74,-66.96499999999854,-67.96499999999854,discovery,09:54
2026-04-16 10:07:00-04:00,26346.25,2026-04-16 10:45:00-04:00,26399.5,target,26307.7,26399.5,106.5,38,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-16 10:06:00-04:00,2026-04-16 10:07:00-04:00,2026-04-16,long,or_failure_long,2.74,3.74,103.76,102.76,discovery,10:07
2026-04-17 09:54:00-04:00,26719.0,2026-04-17 09:54:00-04:00,26675.125,target,26752.6875,26675.125,87.75,0,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-17 09:53:00-04:00,2026-04-17 09:54:00-04:00,2026-04-17,short,or_failure_short,2.74,3.74,85.01,84.01,discovery,09:54
2026-04-17 09:55:00-04:00,26711.5,2026-04-17 10:01:00-04:00,26752.6875,stop,26752.6875,26675.125,-82.375,6,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-17 09:54:00-04:00,2026-04-17 09:55:00-04:00,2026-04-17,short,or_failure_short,2.74,3.74,-85.115,-86.115,discovery,09:55
2026-04-20 10:32:00-04:00,26730.5,2026-04-20 10:51:00-04:00,26677.5,stop,26677.5,26771.0,-106.0,19,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-20 10:31:00-04:00,2026-04-20 10:32:00-04:00,2026-04-20,long,or_failure_long,2.74,3.74,-108.74,-109.74,discovery,10:32
2026-04-21 10:03:00-04:00,26837.25,2026-04-21 10:11:00-04:00,26877.1125,stop,26877.1125,26782.125,-79.72499999999854,8,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-21 10:02:00-04:00,2026-04-21 10:03:00-04:00,2026-04-21,short,or_failure_short,2.74,3.74,-82.46499999999854,-83.46499999999854,discovery,10:03
2026-04-21 10:21:00-04:00,26832.25,2026-04-21 10:51:00-04:00,26782.125,target,26877.1125,26782.125,100.25,30,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-21 10:20:00-04:00,2026-04-21 10:21:00-04:00,2026-04-21,short,or_failure_short,2.74,3.74,97.51,96.51,discovery,10:21
2026-04-22 09:52:00-04:00,26830.25,2026-04-22 09:54:00-04:00,26852.75,target,26785.175,26852.75,45.0,2,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-22 09:51:00-04:00,2026-04-22 09:52:00-04:00,2026-04-22,long,or_failure_long,2.74,3.74,42.26,41.26,discovery,09:52
2026-04-22 10:03:00-04:00,26885.0,2026-04-22 10:06:00-04:00,26852.75,target,26920.325,26852.75,64.5,3,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-22 10:02:00-04:00,2026-04-22 10:03:00-04:00,2026-04-22,short,or_failure_short,2.74,3.74,61.76,60.76,discovery,10:03
2026-04-23 10:59:00-04:00,27099.0,2026-04-23 11:32:00-04:00,27150.975,stop,27150.975,27033.25,-103.94999999999709,33,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-23 10:58:00-04:00,2026-04-23 10:59:00-04:00,2026-04-23,short,or_failure_short,2.74,3.74,-106.68999999999708,-107.68999999999708,discovery,10:59
2026-04-23 11:46:00-04:00,27097.75,2026-04-23 13:01:00-04:00,27033.25,target,27150.975,27033.25,129.0,75,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-23 11:45:00-04:00,2026-04-23 11:46:00-04:00,2026-04-23,short,or_failure_short,2.74,3.74,126.26,125.26,discovery,11:46
2026-04-24 09:58:00-04:00,27179.75,2026-04-24 10:01:00-04:00,27218.625,target,27147.8625,27218.625,77.75,3,0,MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,2026-04-24 09:57:00-04:00,2026-04-24 09:58:00-04:00,2026-04-24,long,or_failure_long,2.74,3.74,75.01,74.01,discovery,09:58
