trading_session,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt1,phase12a::MNQ_12a_odpullback_long_first_pullback_OD15_drive_boundary_retest_resume_close_fill_next_open_hard_stop_time_exit,phase11a::MNQ_11a_orfade_long_low_fade_OR5_midday_response_close_back_inside_fill_next_open_hard_stop_time_exit,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_exclude_narrowest_20_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_narrowest_20_all_gaps_first_touch_only_mt1,phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_structure_target_time_exit,phase14a::MNQ_14a_prior_rth_midpoint_rejection_from_level_short_close_confirm_fill_next_open_structure_target_time_exit,phase14a::MNQ_14a_prior_rth_close_rejection_from_level_long_two_bar_confirm_fill_next_open_structure_target_time_exit,phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit,phase12a::MNQ_12a_odpullback_long_first_pullback_OD15_ema20_retest_two_bar_resume_fill_next_open_hard_stop_time_exit,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_narrowest_20_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_narrowest_20_all_gaps_all_touches_mt2,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt1,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_first_touch_only_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_first_touch_only_mt2,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt1,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt2
2025-08-01,-72.24,0.0,-56.47999999999999,0.0,-72.24,0.0,0.0,0.0,0.0,0.0,0.0,-72.24,-72.24,-72.24,-72.24,-72.24,0.0,0.0,-72.24,-72.24,-72.24,-72.24,0.0,0.0
2025-08-04,0.0,-44.74,0.0,0.0,0.0,-10.74,-10.74,0.0,0.0,0.0,-47.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-05,80.76,-57.74,0.0,0.0,0.0,-103.99,-103.99,-25.24,0.0,-37.24,0.0,80.76,80.76,80.76,0.0,0.0,-79.74,-79.74,80.76,80.76,80.76,80.76,-86.24,-86.24
2025-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.74,0.0,-18.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-07,0.0,0.0,0.0,0.0,0.0,-113.36,-113.36,0.0,-81.24,-66.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-08,0.0,94.76,0.0,0.0,0.0,-30.74,-30.74,0.0,0.0,0.0,-63.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-11,0.0,-25.24,0.0,0.0,0.0,40.76,40.76,0.0,33.76,0.0,-55.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-12,0.0,0.0,0.0,0.0,0.0,86.26,86.26,-51.74,122.76,-92.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-13,-22.74,0.0,0.0,0.0,0.0,-77.38,-77.38,0.0,-52.24,-31.24,0.0,-22.74,-22.74,-22.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-14,0.0,71.26,0.0,0.0,0.0,0.0,0.0,-18.24,-17.74,0.0,-31.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-15,179.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.48,0.0,179.76,179.76,179.76,0.0,0.0,-117.95,-117.95,179.76,179.76,179.76,179.76,-126.74,-126.74
2025-08-18,-10.24,0.0,-88.98,56.76,-10.24,0.0,0.0,-2.24,0.0,-42.24,0.0,-10.24,-10.24,-10.24,-10.24,-10.24,56.76,56.76,-10.24,-10.24,-10.24,-10.24,-31.24,-31.24
2025-08-19,8.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.74,0.0,8.76,8.76,8.76,0.0,0.0,0.0,0.0,8.76,8.76,8.76,8.76,0.0,0.0
2025-08-20,-281.37,0.0,0.0,0.0,-281.37,0.0,0.0,0.0,0.0,0.0,0.0,-281.37,-281.37,-281.37,-281.37,-281.37,0.0,0.0,-281.37,-281.37,-281.37,-281.37,0.0,0.0
2025-08-21,-9.74,0.0,-76.98,-157.74,-9.74,0.0,0.0,-22.74,0.0,-174.77,0.0,-9.74,-9.74,-9.74,-9.74,-9.74,-157.74,-157.74,-9.74,-9.74,-9.74,-9.74,-141.74,-141.74
2025-08-22,0.0,195.26,0.0,0.0,0.0,195.26,195.26,0.0,0.0,0.0,98.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-25,0.0,0.0,0.0,99.76,0.0,0.0,0.0,0.0,36.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.76,99.76,0.0,0.0,0.0,0.0,100.76,100.76
2025-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.24,61.01,-46.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-27,0.0,0.0,0.0,0.0,0.0,-12.74,-12.74,0.0,-26.24,-25.24,0.0,0.0,0.0,0.0,0.0,0.0,-61.74,-61.74,0.0,0.0,0.0,0.0,60.26,60.26
2025-08-28,0.0,0.0,101.76,0.0,0.0,84.76,84.76,0.0,0.0,79.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-29,25.76,0.0,0.0,0.0,25.76,0.0,0.0,0.0,0.0,0.0,0.0,25.76,25.76,25.76,25.76,25.76,0.0,0.0,25.76,25.76,25.76,25.76,0.0,0.0
2025-09-01,0.0,-15.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-02,0.0,0.0,0.0,147.76,-12.24,0.0,0.0,0.0,0.0,0.0,126.76,0.0,-12.24,-12.24,-12.24,-12.24,147.76,147.76,0.0,0.0,-12.24,-12.24,-139.24,-139.24
2025-09-03,0.0,0.0,0.0,0.0,0.0,87.76,87.76,0.0,0.0,-45.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-04,0.0,0.0,0.0,0.0,0.0,0.76,0.76,0.0,0.0,85.76,0.0,0.0,0.0,0.0,0.0,0.0,-15.74,-15.74,0.0,0.0,0.0,0.0,-33.24,-33.24
2025-09-05,-109.24,0.0,0.0,0.0,0.0,-124.7,-124.7,-50.74,37.76,-85.24,0.0,-109.24,-109.24,-109.24,-109.24,-109.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-08,0.0,-73.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-09,-97.24,0.0,1.26,0.0,0.0,0.0,0.0,-79.24,29.76,-55.74,0.0,-97.24,-97.24,-97.24,0.0,0.0,-31.74,-31.74,-97.24,-97.24,-97.24,-97.24,-113.24,-113.24
2025-09-10,0.0,0.0,-30.98,0.0,0.0,13.76,13.76,0.0,0.0,-32.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-11,0.0,0.0,14.26,0.0,0.0,6.26,6.26,0.0,0.0,55.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-12,0.0,0.0,0.0,0.0,0.0,45.26,45.26,0.0,0.0,45.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-15,0.0,0.0,0.0,0.0,0.0,-12.74,-12.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-16,-19.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.24,-33.24,0.0,-19.74,-19.74,-19.74,0.0,0.0,-24.74,-24.74,-19.74,-19.74,-19.74,-19.74,-31.24,-31.24
2025-09-17,14.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.24,0.0,14.26,14.26,14.26,0.0,0.0,-51.74,-51.74,14.26,14.26,14.26,14.26,-56.24,-56.24
2025-09-18,0.0,0.0,0.0,0.0,0.0,82.26,82.26,0.0,0.0,222.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-19,0.0,0.0,75.52000000000001,0.0,0.0,-1.74,-1.74,0.0,0.0,71.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-22,0.0,91.26,0.0,0.0,0.0,70.76,70.76,0.0,52.01,0.0,70.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-23,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,3.26,3.26,0.0,0.0,-24.24,-24.24,3.26,3.26,3.26,3.26,0.0,0.0
2025-09-24,225.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.98,0.0,225.76,225.76,225.76,0.0,0.0,-44.74,-44.74,225.76,225.76,225.76,225.76,-57.24,-57.24
2025-09-25,0.0,0.0,0.0,122.26,0.0,0.0,0.0,0.0,0.0,227.76,0.0,0.0,0.0,0.0,0.0,0.0,122.26,122.26,0.0,0.0,0.0,0.0,144.76,144.76
2025-09-26,-8.74,0.0,-126.98,-13.74,-8.74,13.26,13.26,0.0,0.0,-36.74,0.0,-8.74,-8.74,-8.74,-8.74,-8.74,-13.74,-13.74,-8.74,-8.74,-8.74,-8.74,123.26,123.26
2025-09-29,0.0,0.0,-88.48,0.0,0.0,29.26,29.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-30,-14.74,0.0,179.01999999999998,0.0,0.0,0.0,0.0,0.0,-15.74,15.52000000000001,0.0,-14.74,-14.74,-14.74,0.0,0.0,-116.24,-116.24,0.0,0.0,0.0,0.0,106.26,106.26
2025-10-01,0.0,0.0,0.0,0.0,0.0,23.76,23.76,0.0,-16.24,209.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-02,0.0,0.0,0.0,0.0,0.0,24.26,24.26,0.0,73.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-03,-25.24,0.0,51.02,0.0,0.0,0.0,0.0,-27.24,9.26,-45.24,0.0,-25.24,-25.24,-25.24,0.0,0.0,-41.24,-41.24,-25.24,-25.24,-25.24,-25.24,96.26,96.26
2025-10-06,0.0,0.0,15.76,0.0,0.0,-62.24,-62.24,0.0,0.0,-89.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-07,-28.24,0.0,-24.74,0.0,-28.24,0.0,0.0,0.0,-14.74,-15.74,0.0,-28.24,-28.24,-28.24,-28.24,-28.24,0.0,0.0,-28.24,-28.24,-28.24,-28.24,0.0,0.0
2025-10-08,0.0,100.76,0.0,0.0,0.0,-39.53,-39.53,0.0,0.0,0.0,69.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-09,-130.12,0.0,0.0,0.0,0.0,0.0,0.0,-25.24,0.0,-23.24,0.0,-130.12,-130.12,-130.12,0.0,0.0,-23.24,-23.24,-130.12,-130.12,-130.12,-130.12,0.0,0.0
2025-10-10,729.26,0.0,0.0,0.0,0.0,-9.24,-9.24,0.0,0.0,0.0,0.0,729.26,729.26,729.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-13,0.0,0.0,212.76,0.0,0.0,0.0,0.0,143.26,0.0,249.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-14,0.0,0.0,0.0,-81.74,0.0,0.0,0.0,0.0,0.0,247.76,0.0,0.0,0.0,0.0,0.0,0.0,-81.74,-81.74,0.0,0.0,0.0,0.0,226.76,226.76
2025-10-15,-77.74,0.0,-100.48,0.0,0.0,128.26,128.26,0.0,0.0,244.26,0.0,-77.74,-77.74,-77.74,-77.74,-77.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-16,-152.24,-48.24,-117.96,0.0,0.0,-7.74,-7.74,-49.74,0.0,80.52,0.0,-152.24,-152.24,-152.24,-152.24,-152.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-17,0.0,0.0,331.76,0.0,0.0,0.0,0.0,169.76,49.76,294.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20,0.0,0.0,0.0,0.0,0.0,91.26,91.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-21,-14.24,0.0,108.02,0.0,0.0,0.0,0.0,-50.24,-40.24,-73.74,0.0,-14.24,-14.24,-14.24,0.0,0.0,-48.74,-48.74,-14.24,-14.24,-14.24,-14.24,0.0,0.0
2025-10-22,-213.87,0.0,0.0,0.0,0.0,0.0,0.0,152.76,0.0,-31.24,0.0,-213.87,-213.87,-213.87,0.0,0.0,-31.24,-31.24,-213.87,-213.87,-213.87,-213.87,-137.12,-137.12
2025-10-23,0.0,66.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-24,0.0,-37.74,0.0,0.0,0.0,-9.24,-9.24,0.0,0.0,0.0,-98.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-27,0.0,0.0,0.0,0.0,0.0,-89.79,-89.79,0.0,0.0,37.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-28,0.0,0.0,0.519999999999996,0.0,0.0,-84.24,-84.24,0.0,0.0,-53.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-29,0.0,0.0,-81.98,0.0,0.0,25.76,25.76,-123.59,-96.24,-28.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-30,48.26,0.0,-140.48,-223.74,48.26,0.0,0.0,0.0,0.0,-81.98,0.0,48.26,48.26,48.26,48.26,48.26,-223.74,-223.74,48.26,48.26,48.26,48.26,-218.24,-218.24
2025-10-31,-17.24,0.0,40.76,0.0,-17.24,0.0,0.0,126.26,0.0,-14.24,0.0,-17.24,-17.24,-17.24,-17.24,-17.24,0.0,0.0,-17.24,-17.24,-17.24,-17.24,0.0,0.0
2025-11-04,0.0,-37.24,-87.98,0.0,-40.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.24,-40.24,-40.24,-40.24,0.0,0.0,0.0,0.0,-40.24,-40.24,0.0,0.0
2025-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.74,0.0,185.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-06,131.76,0.0,0.0,-89.24,131.76,0.0,0.0,0.0,0.0,-53.24,0.0,131.76,131.76,131.76,131.76,131.76,-89.24,-89.24,131.76,131.76,131.76,131.76,0.0,0.0
2025-11-07,134.26,0.0,0.0,0.0,134.26,0.0,0.0,0.0,0.0,0.0,0.0,134.26,134.26,134.26,134.26,134.26,0.0,0.0,134.26,134.26,134.26,134.26,0.0,0.0
2025-11-10,0.0,-25.24,-95.74,0.0,0.0,-20.74,-20.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-11,-71.74,0.0,58.76,-32.74,-71.74,0.0,0.0,73.01,0.0,-54.74,0.0,-71.74,-71.74,-71.74,-71.74,-71.74,-32.74,-32.74,-71.74,-71.74,-71.74,-71.74,-136.24,-136.24
2025-11-12,92.76,0.0,0.0,-153.6,92.76,0.0,0.0,-10.74,0.0,-28.74,0.0,92.76,92.76,92.76,92.76,92.76,-153.6,-153.6,92.76,92.76,92.76,92.76,0.0,0.0
2025-11-13,233.26,0.0,0.0,-209.54,233.26,0.0,0.0,0.0,0.0,-209.54,0.0,233.26,233.26,233.26,233.26,233.26,-209.54,-209.54,233.26,233.26,233.26,233.26,-378.74,-378.74
2025-11-14,0.0,0.0,0.0,186.76,0.0,0.0,0.0,-15.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.76,186.76,0.0,0.0,0.0,0.0,377.26,377.26
2025-11-17,-4.74,0.0,19.52,-91.24,-4.74,0.0,0.0,0.0,0.0,0.0,93.26,-4.74,-4.74,-4.74,-4.74,-4.74,-91.24,-91.24,-4.74,-4.74,-4.74,-4.74,-261.49,-261.49
2025-11-18,-217.24,0.0,-10.47999999999999,0.0,-217.24,0.0,0.0,0.0,0.0,0.0,0.0,-217.24,-217.24,-217.24,-217.24,-217.24,0.0,0.0,-217.24,-217.24,-217.24,-217.24,0.0,0.0
2025-11-19,0.0,226.76,27.76,0.0,0.0,-25.74,-25.74,-51.24,-79.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-20,905.76,0.0,0.0,0.0,0.0,-175.42,-175.42,-88.74,0.0,9.76,0.0,905.76,905.76,905.76,905.76,905.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-21,0.0,0.0,360.76,0.0,0.0,0.0,0.0,0.0,-172.24,-334.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-24,0.0,0.0,0.0,0.0,0.0,114.76,114.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-25,-10.74,0.0,-0.9800000000000182,-41.74,-10.74,-53.74,-53.74,0.0,99.26,0.0,0.0,-10.74,-10.74,-10.74,-10.74,-10.74,-41.74,-41.74,-10.74,-10.74,-10.74,-10.74,0.0,0.0
2025-11-26,0.0,0.0,149.26,0.0,0.0,133.26,133.26,0.0,0.0,-198.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-27,0.0,0.0,-13.74,0.0,0.0,0.0,0.0,0.0,-17.24,-17.74,0.0,0.0,0.0,0.0,0.0,0.0,6.26,6.26,0.0,0.0,0.0,0.0,6.26,6.26
2025-11-28,0.0,0.0,0.0,0.0,0.0,27.26,61.76,0.0,0.0,70.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.74,0.0,231.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
