candidate_id,instrument,strategy_family,variant,signal_timeframe,execution_timeframe,entry_rule,stop_rule,target_rule,time_stop,max_trades_per_day,stop_after_first_loser,one_open_position,execution_mode,discovery_role,params,session_count,net_pnl,holdout_pnl,slippage_4_ticks_net_pnl,trades,trades_per_session,active_sessions,active_session_pct,win_rate,avg_trade,median_trade,profit_factor,max_drawdown,worst_day,worst_rolling_5_day,longest_losing_streak,long_net_pnl,short_net_pnl,best_day_concentration,best_trade_concentration,max_simultaneous_exposure,same_bar_stop_target_ambiguity_count,one_open_position_respected,beats_phase3b_benchmark_net,beats_phase3b_benchmark_slippage,label,ranking_score,risk_notes
MNQ_opening_range_failure_or20_tf1_mid_stop_after_first_loser,MNQ,opening_range_failure,or20_tf1_mid_stop_after_first_loser,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,True,True,stop_after_first_loser,new_candidate,min_range=10.0;or_minutes=20;target=mid,63,2275.305000000013,1856.8950000000057,2026.3050000000128,83,1.3174603174603174,61,0.9682539682539683,0.5783132530120482,27.413313253012205,42.26,1.490401806160996,-812.5799999999974,-223.39000000000146,-447.96000000000004,4,1773.2850000000026,502.02000000000976,0.2787582324127958,0.2787582324127958,1,0,True,False,False,paper_trade_candidate,88.966,No major Phase 4A risk flags.
MNQ_opening_range_failure_or30_tf3_opposite_max2,MNQ,opening_range_failure,or30_tf3_opposite_max2,3,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,63,4275.41500000003,2773.785,4038.41500000003,79,1.253968253968254,55,0.873015873015873,0.4430379746835443,54.119177215190255,-87.83999999999854,1.597067878282601,-1041.4399999999928,-505.73,-740.6799999999928,6,2973.0950000000084,1302.32000000002,0.2878129959313871,0.15641990309712514,1,0,True,True,True,paper_trade_candidate,87.3798,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or30_tf2_opposite_max2,MNQ,opening_range_failure,or30_tf2_opposite_max2,2,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,63,4390.115000000027,2567.785,4153.115000000027,79,1.253968253968254,56,0.8888888888888888,0.4430379746835443,55.57107594936743,-93.39000000000145,1.613060214481673,-1133.7399999999957,-431.23,-1133.7399999999957,6,3002.5950000000084,1387.520000000017,0.3047801709066828,0.16793637524301652,1,0,True,True,True,paper_trade_candidate,87.143,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or25_tf5_opposite_max2,MNQ,opening_range_failure,or25_tf5_opposite_max2,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,63,4798.225000000017,2947.4200000000073,4558.225000000017,80,1.2698412698412698,55,0.873015873015873,0.4875,59.97781250000021,-43.74,1.7609689449465311,-1125.4599999999987,-439.73,-783.5049999999972,5,3550.2949999999983,1247.9300000000185,0.2710418957010135,0.13937654028312504,1,0,True,True,True,paper_trade_candidate,87.0633,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or20_tf1_mid_max1,MNQ,opening_range_failure,or20_tf1_mid_max1,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,1,False,True,max1,new_candidate,min_range=10.0;or_minutes=20;target=mid,63,2181.8599999999997,1637.235,1998.8599999999994,61,0.9682539682539683,61,0.9682539682539683,0.5737704918032787,35.76819672131147,70.76,1.6504782007250527,-726.1599999999974,-223.39000000000146,-447.96000000000004,4,2056.819999999995,125.04000000000417,0.2906969283088741,0.2906969283088741,1,0,True,False,False,paper_trade_candidate,87.0265,No major Phase 4A risk flags.
MNQ_opening_range_failure_or30_tf1_opposite_max2,MNQ,opening_range_failure,or30_tf1_opposite_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,63,4771.895000000022,2169.535,4540.895000000022,77,1.2222222222222223,56,0.8888888888888888,0.44155844155844154,61.972662337662626,-80.21499999999854,1.7018065445047408,-1127.2399999999957,-440.48,-1127.2399999999957,6,3645.5600000000077,1126.3350000000141,0.28039594333068807,0.15408134504216806,1,0,True,True,True,paper_trade_candidate,86.9388,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or25_tf3_opposite_max2,MNQ,opening_range_failure,or25_tf3_opposite_max2,3,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,63,4578.765000000021,2890.0600000000013,4341.765000000021,79,1.253968253968254,54,0.8571428571428571,0.4430379746835443,57.95905063291166,-77.06499999999708,1.6873644697346757,-1092.2649999999971,-505.73,-791.5049999999972,6,3445.0600000000077,1133.7050000000127,0.2687449563364781,0.14605685157460513,1,0,True,True,True,paper_trade_candidate,86.8671,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or30_tf5_opposite_max2,MNQ,opening_range_failure,or30_tf5_opposite_max2,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,63,3950.545000000031,2458.0750000000025,3719.545000000031,77,1.2222222222222223,54,0.8571428571428571,0.4675324675324675,51.30577922077963,-77.76500000000145,1.5695452124074596,-1057.1999999999928,-439.73,-756.1799999999928,5,2868.885000000012,1081.6600000000185,0.32920014833396144,0.1692829723493834,1,0,True,True,True,paper_trade_candidate,86.7945,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or20_tf1_mid_max2,MNQ,opening_range_failure,or20_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=20;target=mid,63,2312.5800000000127,2170.665000000006,2018.5800000000124,98,1.5555555555555556,61,0.9682539682539683,0.5714285714285714,23.597755102040946,48.76,1.4083860611401247,-723.4599999999986,-409.73,-474.1050000000029,4,1909.415000000001,403.16500000001133,0.27426510650442215,0.27426510650442215,1,0,True,False,False,paper_trade_candidate,86.6228,No major Phase 4A risk flags.
MNQ_opening_range_failure_or25_tf2_opposite_max2,MNQ,opening_range_failure,or25_tf2_opposite_max2,2,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,63,5474.470000000016,2822.080000000009,5228.470000000016,82,1.3015873015873016,55,0.873015873015873,0.45121951219512196,66.76182926829287,-67.53999999999927,1.844284910127007,-1227.2050000000015,-432.6299999999942,-1227.2050000000015,7,3980.4949999999953,1493.97500000002,0.24441087447734597,0.1346723975106262,1,0,True,True,True,paper_trade_candidate,86.5474,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or25_tf1_opposite_max2,MNQ,opening_range_failure,or25_tf1_opposite_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,63,5769.275000000003,3122.355000000003,5514.275000000003,85,1.3492063492063493,59,0.9365079365079365,0.43529411764705883,67.87382352941181,-77.06499999999708,1.8679066604787333,-1452.0400000000045,-409.73,-1231.2050000000015,7,4553.214999999993,1216.0600000000097,0.23192168860038725,0.12744408959531303,1,0,True,True,True,paper_trade_candidate,86.3021,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or25_tf1_opposite_stop_after_first_loser,MNQ,opening_range_failure,or25_tf1_opposite_stop_after_first_loser,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,True,True,stop_after_first_loser,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,63,5465.270000000002,2783.4500000000035,5249.270000000002,72,1.1428571428571428,59,0.9365079365079365,0.4444444444444444,75.90652777777781,-75.93999999999708,1.973325259792879,-1332.3450000000057,-339.99,-958.250000000003,6,3969.8349999999955,1495.4350000000084,0.2448223052109044,0.13453315206750988,1,0,True,True,True,paper_trade_candidate,85.94,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or20_tf2_mid_max1,MNQ,opening_range_failure,or20_tf2_mid_max1,2,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,1,False,True,max1,new_candidate,min_range=10.0;or_minutes=20;target=mid,63,2039.4849999999994,1978.86,1856.4849999999994,61,0.9682539682539683,61,0.9682539682539683,0.6065573770491803,33.434180327868845,67.51,1.6253432207482406,-820.1599999999974,-278.365,-480.46000000000004,4,1535.8199999999954,503.66500000000417,0.2827968825463292,0.2827968825463292,1,0,True,False,False,paper_trade_candidate,85.5084,No major Phase 4A risk flags.
MNQ_opening_range_failure_or30_tf3_opposite_stop_after_first_loser,MNQ,opening_range_failure,or30_tf3_opposite_stop_after_first_loser,3,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,True,True,stop_after_first_loser,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,63,3521.2200000000175,1932.2650000000003,3320.2200000000175,67,1.0634920634920635,55,0.873015873015873,0.43283582089552236,52.55552238805996,-87.83999999999854,1.562241929354513,-1139.7699999999886,-377.49,-583.3649999999957,9,2530.105000000005,991.1150000000127,0.34945842634086877,0.1899228108439679,1,0,True,True,True,paper_trade_candidate,85.3033,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or30_tf1_opposite_stop_after_first_loser,MNQ,opening_range_failure,or30_tf1_opposite_stop_after_first_loser,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,True,True,stop_after_first_loser,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,63,4324.180000000015,1882.2650000000003,4120.180000000015,68,1.0793650793650793,56,0.8888888888888888,0.4411764705882353,63.59088235294139,-84.02749999999854,1.7151991690538773,-1224.8099999999913,-339.99,-979.9249999999986,9,2998.605000000005,1325.5750000000098,0.30942745214121414,0.17003454990310243,1,0,True,True,True,paper_trade_candidate,85.2833,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or30_tf5_opposite_stop_after_first_loser,MNQ,opening_range_failure,or30_tf5_opposite_stop_after_first_loser,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,True,True,stop_after_first_loser,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,63,3760.1100000000188,2190.8150000000023,3562.1100000000188,66,1.0476190476190477,54,0.8571428571428571,0.4696969696969697,56.97136363636392,-77.16499999999927,1.62063894230373,-1099.42999999999,-390.49,-598.8649999999957,8,2923.655000000008,836.4550000000113,0.3458728601024953,0.17785649887902127,1,0,True,True,True,paper_trade_candidate,85.188,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or30_tf2_opposite_stop_after_first_loser,MNQ,opening_range_failure,or30_tf2_opposite_stop_after_first_loser,2,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,True,True,stop_after_first_loser,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,63,3757.680000000015,1737.765,3553.680000000015,68,1.0793650793650793,56,0.8888888888888888,0.4411764705882353,55.26000000000022,-90.615,1.5990129313643013,-1248.3099999999913,-336.1899999999971,-986.4249999999986,9,2579.605000000005,1178.0750000000098,0.35607608950203173,0.1962008473313313,1,0,True,True,True,paper_trade_candidate,85.121,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or25_tf2_opposite_stop_after_first_loser,MNQ,opening_range_failure,or25_tf2_opposite_stop_after_first_loser,2,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,True,True,stop_after_first_loser,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,63,4733.8550000000105,2309.465000000004,4529.8550000000105,68,1.0793650793650793,55,0.873015873015873,0.4411764705882353,69.6155147058825,-76.70249999999781,1.8634569065444382,-1215.8999999999942,-314.49,-926.250000000003,8,3451.614999999998,1282.240000000013,0.28264913057117236,0.1557419904073949,1,0,True,True,True,paper_trade_candidate,85.1027,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or20_tf2_opposite_max2,MNQ,opening_range_failure,or20_tf2_opposite_max2,2,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=20;target=opposite,63,3424.1050000000178,2957.9950000000117,3145.1050000000178,93,1.4761904761904763,61,0.9682539682539683,0.43010752688172044,36.81833333333353,-76.115,1.4523677568386522,-1724.9049999999972,-431.23,-1281.230000000003,7,2713.194999999998,710.9100000000199,0.28212335778254316,0.2153146588670605,1,0,True,True,True,paper_trade_candidate,85.0282,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or20_tf2_opposite_stop_after_first_loser,MNQ,opening_range_failure,or20_tf2_opposite_stop_after_first_loser,2,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,True,True,stop_after_first_loser,robustness_confirmation,min_range=10.0;or_minutes=20;target=opposite,63,3239.400000000016,2731.0500000000093,3014.400000000016,75,1.1904761904761905,61,0.9682539682539683,0.44,43.19200000000021,-70.115,1.533482209025428,-1646.5749999999987,-314.49,-980.2750000000044,8,2494.705,744.6950000000156,0.2982095449774635,0.22759152929554743,1,0,True,False,False,watchlist,84.9602,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or25_tf5_opposite_stop_after_first_loser,MNQ,opening_range_failure,or25_tf5_opposite_stop_after_first_loser,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,True,True,stop_after_first_loser,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,63,4285.240000000011,2737.5000000000064,4078.2400000000107,69,1.0952380952380953,55,0.873015873015873,0.4782608695652174,62.10492753623204,-44.64000000000146,1.7584039190562017,-1264.1650000000016,-390.49,-637.9750000000015,5,3540.5999999999967,744.6400000000142,0.3034882526999647,0.15606127078063267,1,0,True,True,True,paper_trade_candidate,84.9528,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or25_tf1_mid_max2,MNQ,opening_range_failure,or25_tf1_mid_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=25;target=mid,63,2767.055000000002,2385.6899999999996,2503.055000000002,88,1.3968253968253967,59,0.9365079365079365,0.5681818181818182,31.44380681818184,58.51,1.5417424102261403,-900.4849999999929,-409.73,-594.5550000000001,4,2480.384999999994,286.6700000000086,0.27719362282282045,0.27719362282282045,1,0,True,False,False,paper_trade_candidate,84.9426,No major Phase 4A risk flags.
MNQ_opening_range_failure_or20_tf1_opposite_stop_after_first_loser,MNQ,opening_range_failure,or20_tf1_opposite_stop_after_first_loser,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,True,True,stop_after_first_loser,robustness_confirmation,min_range=10.0;or_minutes=20;target=opposite,63,3077.0400000000172,2481.9500000000107,2855.0400000000172,74,1.1746031746031746,61,0.9682539682539683,0.4189189189189189,41.581621621621856,-72.0525,1.5155017071479118,-1631.0749999999987,-339.99,-1021.2750000000044,8,2589.9449999999997,487.0950000000171,0.35424303876452495,0.23895041988404306,1,0,True,False,False,watchlist,84.8603,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or25_tf1_mid_stop_after_first_loser,MNQ,opening_range_failure,or25_tf1_mid_stop_after_first_loser,1,1m,close back inside failed opening range,35pct opening range beyond failed side,mid of opening range,15:55 ET,2,True,True,stop_after_first_loser,new_candidate,min_range=10.0;or_minutes=25;target=mid,63,2308.135,1991.4199999999998,2080.1349999999993,76,1.2063492063492063,59,0.9365079365079365,0.5526315789473685,30.370197368421056,42.76,1.5074179148937574,-1186.229999999996,-237.29000000000292,-580.000000000003,5,2017.8549999999939,290.2800000000057,0.33230725239208275,0.33230725239208275,1,0,True,False,False,paper_trade_candidate,84.7476,No major Phase 4A risk flags.
MNQ_opening_range_failure_or25_tf3_opposite_stop_after_first_loser,MNQ,opening_range_failure,or25_tf3_opposite_stop_after_first_loser,3,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,True,True,stop_after_first_loser,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,63,4319.445000000016,2530.3150000000037,4118.445000000016,67,1.0634920634920635,54,0.8571428571428571,0.44776119402985076,64.4693283582092,-74.24,1.774461191729777,-1220.5949999999973,-377.49,-634.19,9,2861.105000000005,1458.3400000000113,0.28487919165540837,0.15482544632470085,1,0,True,True,True,paper_trade_candidate,84.7025,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or20_tf1_opposite_max2,MNQ,opening_range_failure,or20_tf1_opposite_max2,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=20;target=opposite,63,3056.4250000000156,2658.880000000012,2786.4250000000156,90,1.4285714285714286,61,0.9682539682539683,0.4,33.960277777777954,-75.46499999999854,1.409519879251313,-1830.6649999999972,-409.73,-1294.230000000003,7,2687.1749999999975,369.2500000000184,0.35663234007050537,0.24056209460398872,1,0,True,False,False,watchlist,84.3617,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or35_tf1_opposite_stop_after_first_loser,MNQ,opening_range_failure,or35_tf1_opposite_stop_after_first_loser,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,True,True,stop_after_first_loser,robustness_confirmation,min_range=10.0;or_minutes=35;target=opposite,63,3165.060000000012,2478.255,2982.060000000012,61,0.9682539682539683,53,0.8412698412698413,0.4098360655737705,51.88622950819692,-96.31499999999708,1.5474045043705087,-990.2750000000044,-339.99,-990.2750000000044,5,2709.76,455.3000000000113,0.34439157551515476,0.23293713231344657,1,0,True,False,False,watchlist,84.2379,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or25_tf1_opposite_max1,MNQ,opening_range_failure,or25_tf1_opposite_max1,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,1,False,True,max1,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,63,4648.414999999997,2144.995,4471.414999999997,59,0.9365079365079365,59,0.9365079365079365,0.4406779661016949,78.78669491525419,-77.06499999999708,2.016192482202369,-1354.605000000006,-339.99,-958.250000000003,6,3691.274999999994,957.1400000000026,0.1581743454489327,0.1581743454489327,1,0,True,True,True,paper_trade_candidate,84.1893,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_compression_breakout_tf15_inside_bar,MNQ,compression_breakout,tf15_inside_bar,15,1m,inside_bar,inside compression range,2R,15:55 ET,2,False,True,max2,new_candidate,mode=inside_bar;rr=2.0;tick_size=0.25,63,3379.1000000000004,781.6199999999999,3199.1000000000004,60,0.9523809523809523,60,0.9523809523809523,0.5833333333333334,56.31833333333334,49.26,1.6492026897214218,-1288.12,-579.24,-833.2,4,2441.92,937.1799999999998,0.30992276049835754,0.30992276049835754,1,0,True,True,True,paper_trade_candidate,84.1011,No major Phase 4A risk flags.
MNQ_compression_breakout_tf15_narrow_range,MNQ,compression_breakout,tf15_narrow_range,15,1m,narrow_range,inside compression range,2R,15:55 ET,2,False,True,max2,new_candidate,mode=narrow_range;rr=2.0;tick_size=0.25,63,3366.1000000000004,781.6199999999999,3186.1000000000004,60,0.9523809523809523,60,0.9523809523809523,0.5833333333333334,56.101666666666674,49.26,1.6467050912584054,-1288.12,-579.24,-833.2,4,2428.92,937.1799999999998,0.31111969341374285,0.31111969341374285,1,0,True,True,True,paper_trade_candidate,84.0683,No major Phase 4A risk flags.
MNQ_opening_range_failure_or15_tf3_opposite_max2,MNQ,opening_range_failure,or15_tf3_opposite_max2,3,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,new_candidate,min_range=10.0;or_minutes=15;target=opposite,63,2127.460000000021,911.5449999999998,1839.460000000021,96,1.5238095238095237,58,0.9206349206349206,0.4270833333333333,22.161041666666886,-70.41499999999927,1.293171827414669,-890.2099999999871,-537.3799999999942,-475.41,4,1257.5000000000127,869.9600000000082,0.3116486326417387,0.2915495473475383,1,0,True,False,False,paper_trade_candidate,83.7725,No major Phase 4A risk flags.
MNQ_opening_range_failure_or35_tf1_opposite_max1,MNQ,opening_range_failure,or35_tf1_opposite_max1,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,1,False,True,max1,robustness_confirmation,min_range=10.0;or_minutes=35;target=opposite,63,3403.905000000008,2305.549999999997,3244.905000000008,53,0.8412698412698413,53,0.8412698412698413,0.41509433962264153,64.22462264150958,-94.83999999999854,1.7041860311162127,-990.2750000000044,-339.99,-990.2750000000044,5,3460.394999999996,-56.48999999998864,0.21659241371307317,0.21659241371307317,1,0,True,True,True,paper_trade_candidate,83.7519,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or25_tf2_opposite_max1,MNQ,opening_range_failure,or25_tf2_opposite_max1,2,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,1,False,True,max1,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,63,3889.6250000000055,1642.0100000000014,3724.6250000000055,55,0.873015873015873,55,0.873015873015873,0.43636363636363634,70.72045454545464,-85.06499999999708,1.8739522515427667,-1217.7399999999927,-314.49,-926.250000000003,8,3110.8049999999985,778.8200000000071,0.18954526464633453,0.18954526464633453,1,0,True,True,True,paper_trade_candidate,83.4334,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or25_tf5_opposite_max1,MNQ,opening_range_failure,or25_tf5_opposite_max1,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,1,False,True,max1,robustness_confirmation,min_range=10.0;or_minutes=25;target=opposite,63,3897.2000000000025,2102.045000000003,3732.2000000000025,55,0.873015873015873,55,0.873015873015873,0.4909090909090909,70.85818181818186,-42.83999999999855,1.9119841247554605,-1264.4250000000015,-390.49,-637.9750000000015,5,3406.5399999999954,490.66000000000554,0.163773991583701,0.163773991583701,1,0,True,True,True,paper_trade_candidate,83.1868,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or20_tf1_opposite_max1,MNQ,opening_range_failure,or20_tf1_opposite_max1,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,1,False,True,max1,robustness_confirmation,min_range=10.0;or_minutes=20;target=opposite,63,3217.060000000012,2070.810000000005,3034.060000000012,61,0.9682539682539683,61,0.9682539682539683,0.4262295081967213,52.738688524590366,-70.71499999999854,1.679034130485261,-1653.3349999999987,-339.99,-1021.2750000000044,8,3428.569999999996,-211.5099999999843,0.22855029125972073,0.22855029125972073,1,0,True,False,False,watchlist,83.1809,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or30_tf5_opposite_max1,MNQ,opening_range_failure,or30_tf5_opposite_max1,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,1,False,True,max1,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,63,3118.1150000000125,1458.8850000000014,2956.1150000000125,54,0.8571428571428571,54,0.8571428571428571,0.46296296296296297,57.7428703703706,-77.16499999999927,1.650096895891389,-1227.94999999999,-390.49,-599.1249999999957,8,2722.555000000004,395.560000000007,0.2046941822222713,0.2046941822222713,1,0,True,False,False,watchlist,82.8691,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or20_tf2_opposite_max1,MNQ,opening_range_failure,or20_tf2_opposite_max1,2,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,1,False,True,max1,robustness_confirmation,min_range=10.0;or_minutes=20;target=opposite,63,2978.16000000001,2315.910000000003,2795.16000000001,61,0.9682539682539683,61,0.9682539682539683,0.4426229508196721,48.822295081967376,-70.115,1.6157217699085806,-1696.199999999993,-314.49,-980.2750000000044,8,2907.569999999996,70.59000000001424,0.24755553764740562,0.24755553764740562,1,0,True,False,False,watchlist,82.8576,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or30_tf3_opposite_max1,MNQ,opening_range_failure,or30_tf3_opposite_max1,3,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,1,False,True,max1,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,63,2801.7250000000113,1192.8349999999984,2636.7250000000113,55,0.873015873015873,55,0.873015873015873,0.43636363636363634,50.94045454545475,-87.83999999999854,1.545081094121324,-1271.2899999999886,-377.49,-577.6249999999957,9,2299.505000000001,502.22000000000844,0.23869580347821334,0.23869580347821334,1,0,True,False,False,watchlist,82.8084,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or30_tf1_opposite_max1,MNQ,opening_range_failure,or30_tf1_opposite_max1,1,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,1,False,True,max1,robustness_confirmation,min_range=10.0;or_minutes=30;target=opposite,63,3424.1850000000068,1147.3349999999984,3256.1850000000068,56,0.8888888888888888,56,0.8888888888888888,0.42857142857142855,61.146160714285834,-84.02749999999854,1.6918167390805863,-1384.3299999999915,-339.99,-979.9249999999986,9,2653.005000000002,771.1800000000055,0.2147255478310893,0.2147255478310893,1,0,True,True,True,paper_trade_candidate,82.7959,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or20_tf5_opposite_max2,MNQ,opening_range_failure,or20_tf5_opposite_max2,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,False,True,max2,robustness_confirmation,min_range=10.0;or_minutes=20;target=opposite,63,3270.4200000000174,3155.570000000009,3009.4200000000174,87,1.380952380952381,58,0.9206349206349206,0.4827586206896552,37.59103448275882,-55.31499999999709,1.4649115075698382,-1534.4849999999929,-440.78000000000293,-904.0299999999986,5,2593.1099999999924,677.3100000000243,0.271989530396706,0.19516147773068798,1,0,True,True,False,watchlist,82.7755,"opening-range-failure robustness confirmation, not independent discovery"
MNQ_opening_range_failure_or20_tf5_opposite_stop_after_first_loser,MNQ,opening_range_failure,or20_tf5_opposite_stop_after_first_loser,5,1m,close back inside failed opening range,35pct opening range beyond failed side,opposite of opening range,15:55 ET,2,True,True,stop_after_first_loser,robustness_confirmation,min_range=10.0;or_minutes=20;target=opposite,63,2561.1150000000143,2943.6250000000064,2339.115000000014,74,1.1746031746031746,58,0.9206349206349206,0.47297297297297297,34.60966216216236,-56.352499999999274,1.411524250480241,-1813.0349999999958,-390.49,-746.7150000000015,8,2208.979999999994,352.13500000002,0.347317476958276,0.24921176909275702,1,0,True,False,False,watchlist,82.6396,"opening-range-failure robustness confirmation, not independent discovery"
